1622455640836-- 相似度：0.999588(D).jpg
1622455675927-- 相似度：0.58201(T).jpg
1622455676137-- 相似度：0.473556(T).jpg
1622455676345-- 相似度：0.521855(T).jpg
1622455676556-- 相似度：0.542037(T).jpg
1622455678985-- 相似度：0.140602(D).jpg
1622455679180-- 相似度：0.722948(T).jpg
1622455679384-- 相似度：0.52938(T).jpg
1622455679586-- 相似度：0.552981(T).jpg
1622455679791-- 相似度：0.536638(T).jpg
1622455682482-- 相似度：0.524657(D).jpg
1622455682665-- 相似度：0.517261(T).jpg
1622455682853-- 相似度：0.546804(T).jpg
1622455683042-- 相似度：0.538454(T).jpg
1622455683230-- 相似度：0.597595(T).jpg
1622455685540-- 相似度：0.491341(D).jpg
1622455685734-- 相似度：0.550932(T).jpg
1622455685919-- 相似度：0.50661(T).jpg
1622455686105-- 相似度：0.515399(T).jpg
1622455686289-- 相似度：0.531024(T).jpg
1622455689266-- 相似度：0.687092(D).jpg
1622455689450-- 相似度：0.700543(T).jpg
1622455689638-- 相似度：0.779185(T).jpg
1622455689822-- 相似度：0.731898(T).jpg
1622455690006-- 相似度：0.623096(T).jpg
1622455691509-- 相似度：0.727092(D).jpg
1622455691698-- 相似度：0.953461(T).jpg
1622455691888-- 相似度：0.760834(T).jpg
1622455692075-- 相似度：0.942906(T).jpg
1622455692261-- 相似度：0.769134(T).jpg
1622455694599-- 相似度：0.977236(D).jpg
1622455694781-- 相似度：0.998166(T).jpg
1622455694959-- 相似度：0.996712(T).jpg
1622455695138-- 相似度：0.998956(T).jpg
1622455696551-- 相似度：0.995967(D).jpg
1622455696728-- 相似度：0.999943(T).jpg
1622455696906-- 相似度：0.999922(T).jpg
1622455697088-- 相似度：0.999892(T).jpg
1622455697269-- 相似度：0.999985(T).jpg
1622455698819-- 相似度：0.98869(D).jpg
1622455698991-- 相似度：0.999821(T).jpg
1622455699166-- 相似度：0.999945(T).jpg
1622455699336-- 相似度：0.999934(T).jpg
1622455699509-- 相似度：0.99066(T).jpg
1622455700647-- 相似度：0.970041(D).jpg
1622455700832-- 相似度：0.992951(T).jpg
1622455701014-- 相似度：0.801187(T).jpg
1622455701197-- 相似度：0.815865(T).jpg
1622455701381-- 相似度：0.808287(T).jpg
1622455702337-- 相似度：0.787331(D).jpg
1622455702524-- 相似度：0.72481(T).jpg
1622455702710-- 相似度：0.799556(T).jpg
1622455702900-- 相似度：0.92458(T).jpg
1622455703086-- 相似度：0.860943(T).jpg
1622455705153-- 相似度：0.64914(D).jpg
1622455705340-- 相似度：0.936126(T).jpg
1622455705526-- 相似度：0.889436(T).jpg
1622455705707-- 相似度：0.844914(T).jpg
1622455705891-- 相似度：0.985952(T).jpg
1622455707892-- 相似度：0.799649(D).jpg
1622455708074-- 相似度：0.968812(T).jpg
1622455708253-- 相似度：0.535743(T).jpg
1622455708435-- 相似度：0.532163(T).jpg
1622455708615-- 相似度：0.641288(T).jpg
1622455710849-- 相似度：0.540489(D).jpg
1622455711033-- 相似度：0.840935(T).jpg
1622455711221-- 相似度：0.72794(T).jpg
1622455711407-- 相似度：0.71192(T).jpg
1622455711598-- 相似度：0.725622(T).jpg
1622455713618-- 相似度：0.48949(D).jpg
1622455713794-- 相似度：0.906255(T).jpg
1622455713969-- 相似度：0.962381(T).jpg
1622455714159-- 相似度：0.545042(D).jpg
1622455714348-- 相似度：0.544735(T).jpg
1622455714533-- 相似度：0.71736(T).jpg
1622455714722-- 相似度：0.658506(T).jpg
1622455714906-- 相似度：0.572205(T).jpg
1622455717304-- 相似度：0.292111(D).jpg
1622455717626-- 相似度：0.931562(D).jpg
1622455717812-- 相似度：0.925596(T).jpg
1622455717995-- 相似度：0.972949(T).jpg
1622455718179-- 相似度：0.969049(T).jpg
1622455718362-- 相似度：0.976757(T).jpg
1622455720345-- 相似度：0.986309(D).jpg
1622455720520-- 相似度：0.934939(T).jpg
1622455720700-- 相似度：0.830789(T).jpg
1622455720874-- 相似度：0.969484(T).jpg
1622455721050-- 相似度：0.978045(T).jpg
1622455722508-- 相似度：0.872889(D).jpg
1622455722686-- 相似度：0.982322(T).jpg
1622455722883-- 相似度：0.657504(T).jpg
1622455723072-- 相似度：0.645502(T).jpg
1622455723260-- 相似度：0.707314(T).jpg
1622455725453-- 相似度：0.520807(D).jpg
1622455725641-- 相似度：0.871751(T).jpg
1622455725821-- 相似度：0.9511(T).jpg
1622455726001-- 相似度：0.986021(T).jpg
1622455726184-- 相似度：0.970119(T).jpg
1622455729679-- 相似度：0.863183(D).jpg
1622455729860-- 相似度：0.985347(T).jpg
1622455730044-- 相似度：0.95663(T).jpg
1622455730227-- 相似度：0.783381(T).jpg
1622455730409-- 相似度：0.996775(T).jpg
1622455733026-- 相似度：0.874347(D).jpg
1622455733202-- 相似度：0.970889(T).jpg
1622455733370-- 相似度：0.97315(T).jpg
1622455733543-- 相似度：0.989262(T).jpg
1622455733709-- 相似度：0.996481(T).jpg
1622455736022-- 相似度：0.993072(D).jpg
1622455736193-- 相似度：0.998825(T).jpg
1622455736372-- 相似度：0.99599(T).jpg
1622455736545-- 相似度：0.997776(T).jpg
1622455736725-- 相似度：0.998601(T).jpg
1622455738402-- 相似度：0.995347(D).jpg
1622455738574-- 相似度：0.994389(T).jpg
1622455738749-- 相似度：0.998272(T).jpg
1622455738925-- 相似度：0.999638(T).jpg
1622455739099-- 相似度：0.99993(T).jpg
1622455741781-- 相似度：0.095282(D).jpg
1622455741986-- 相似度：0.121436(D).jpg
1622455742298-- 相似度：0.996835(D).jpg
1622455742471-- 相似度：0.99867(T).jpg
1622455742646-- 相似度：0.998955(T).jpg
1622455742819-- 相似度：0.999814(T).jpg
1622455742994-- 相似度：0.999925(T).jpg
1622455745288-- 相似度：0.821409(D).jpg
1622455745463-- 相似度：0.942127(T).jpg
1622455745647-- 相似度：0.917016(T).jpg
1622455745834-- 相似度：0.971279(T).jpg
1622455746020-- 相似度：0.975832(T).jpg
1622455747833-- 相似度：0.968607(D).jpg
1622455748005-- 相似度：0.823663(T).jpg
1622455748182-- 相似度：0.877532(T).jpg
1622455748361-- 相似度：0.984604(T).jpg
1622455748542-- 相似度：0.989464(T).jpg
1622455751046-- 相似度：0.973476(D).jpg
1622455751230-- 相似度：0.974263(T).jpg
1622455751412-- 相似度：0.992557(T).jpg
1622455751599-- 相似度：0.991368(T).jpg
1622455751784-- 相似度：0.9838(T).jpg
1622455755254-- 相似度：0.869946(D).jpg
1622455755428-- 相似度：0.995237(T).jpg
1622455755606-- 相似度：0.981244(T).jpg
1622455755782-- 相似度：0.990695(T).jpg
1622455755959-- 相似度：0.55676(T).jpg
1622455757227-- 相似度：0.91849(D).jpg
1622455757408-- 相似度：0.969185(T).jpg
1622455757592-- 相似度：0.956637(T).jpg
1622455757770-- 相似度：0.976(T).jpg
1622455757951-- 相似度：0.976603(T).jpg
1622455761451-- 相似度：0.88336(D).jpg
1622455761631-- 相似度：0.904004(T).jpg
1622455761822-- 相似度：0.976114(T).jpg
1622455761999-- 相似度：0.837795(T).jpg
1622455762175-- 相似度：0.801442(T).jpg
1622455764847-- 相似度：0.741827(D).jpg
1622455765024-- 相似度：0.919832(T).jpg
1622455765191-- 相似度：0.50193(T).jpg
1622455765368-- 相似度：0.941107(T).jpg
1622455765536-- 相似度：0.878353(T).jpg
1622455767688-- 相似度：0.014677(D).jpg
1622455767868-- 相似度：0.826101(T).jpg
1622455768047-- 相似度：0.680018(T).jpg
1622455768225-- 相似度：0.969384(T).jpg
1622455769625-- 相似度：0.016471(D).jpg
1622455769801-- 相似度：0.865236(T).jpg
1622455769979-- 相似度：0.920321(T).jpg
1622455770161-- 相似度：0.973625(T).jpg
1622455770342-- 相似度：0.982244(T).jpg
1622455772222-- 相似度：0.703093(D).jpg
1622455772402-- 相似度：0.966416(T).jpg
1622455772578-- 相似度：0.942399(T).jpg
1622455772755-- 相似度：0.973451(T).jpg
1622455772936-- 相似度：0.996607(T).jpg
1622455775250-- 相似度：0.912412(D).jpg
1622455775462-- 相似度：0.997245(T).jpg
1622455775636-- 相似度：0.278789(D).jpg
1622455775821-- 相似度：0.883085(T).jpg
1622455776001-- 相似度：0.860834(T).jpg
1622455776189-- 相似度：0.731403(T).jpg
1622455776371-- 相似度：0.906972(T).jpg
1622455778750-- 相似度：0.772467(D).jpg
1622455778932-- 相似度：0.995475(T).jpg
1622455779118-- 相似度：0.997768(T).jpg
1622455779304-- 相似度：0.976009(T).jpg
1622455779494-- 相似度：0.996179(T).jpg
1622455784241-- 相似度：0.951145(D).jpg
1622455784418-- 相似度：0.944694(T).jpg
1622455784597-- 相似度：0.912283(T).jpg
1622455784780-- 相似度：0.96622(T).jpg
1622455784962-- 相似度：0.965163(T).jpg
1622455787419-- 相似度：0.900779(D).jpg
1622455787601-- 相似度：0.911948(T).jpg
1622455787781-- 相似度：0.904655(T).jpg
1622455787958-- 相似度：0.915492(T).jpg
1622455788135-- 相似度：0.97907(T).jpg
1622455790592-- 相似度：0.796996(D).jpg
1622455790768-- 相似度：0.368412(T).jpg
1622455790943-- 相似度：0.942381(T).jpg
1622455791116-- 相似度：0.947675(T).jpg
1622455791294-- 相似度：0.976267(T).jpg
1622455793120-- 相似度：0.975241(D).jpg
1622455793296-- 相似度：0.998942(T).jpg
1622455793469-- 相似度：0.997246(T).jpg
1622455793644-- 相似度：0.99989(T).jpg
1622455793822-- 相似度：0.999751(T).jpg
1622455796735-- 相似度：0.308102(D).jpg
1622455796910-- 相似度：0.993405(T).jpg
1622455797090-- 相似度：0.994206(T).jpg
1622455797269-- 相似度：0.99739(T).jpg
1622455797449-- 相似度：0.479432(T).jpg
1622455798572-- 相似度：0.912794(D).jpg
1622455798745-- 相似度：0.994118(T).jpg
1622455798923-- 相似度：0.885922(T).jpg
1622455799096-- 相似度：0.995394(T).jpg
1622455800494-- 相似度：0.996414(T).jpg
1622455800669-- 相似度：0.973674(D).jpg
1622455800840-- 相似度：0.951192(T).jpg
1622455801009-- 相似度：0.945122(T).jpg
1622455801181-- 相似度：0.897376(T).jpg
1622455802445-- 相似度：0.958421(D).jpg
1622455802638-- 相似度：0.976347(T).jpg
1622455802827-- 相似度：0.995429(T).jpg
1622455803025-- 相似度：0.981976(T).jpg
1622455803218-- 相似度：0.984042(T).jpg
1622455805040-- 相似度：0.942771(D).jpg
1622455805235-- 相似度：0.996142(T).jpg
1622455805430-- 相似度：0.998632(T).jpg
1622455805626-- 相似度：0.99804(T).jpg
1622455805819-- 相似度：0.995476(T).jpg
1622455808011-- 相似度：0.911176(D).jpg
1622455808202-- 相似度：0.932877(T).jpg
1622455808397-- 相似度：0.833917(T).jpg
1622455808591-- 相似度：0.623953(T).jpg
1622455808781-- 相似度：0.969456(T).jpg
1622455814939-- 相似度：0.982757(D).jpg
1622455815141-- 相似度：0.768726(T).jpg
1622455815347-- 相似度：0.993624(T).jpg
1622455815551-- 相似度：0.976063(T).jpg
1622455815753-- 相似度：0.717047(T).jpg
1622455817135-- 相似度：0.702186(D).jpg
1622455817348-- 相似度：0.557692(T).jpg
1622455817554-- 相似度：0.684838(T).jpg
1622455817761-- 相似度：0.532997(T).jpg
1622455817967-- 相似度：0.969204(T).jpg
1622455819195-- 相似度：0.845124(D).jpg
1622455819407-- 相似度：0.61841(T).jpg
1622455819618-- 相似度：0.553251(T).jpg
1622455819824-- 相似度：0.488394(T).jpg
1622455820036-- 相似度：0.477417(T).jpg
1622455821993-- 相似度：0.234375(D).jpg
1622455822205-- 相似度：0.797028(T).jpg
1622455822424-- 相似度：0.731636(T).jpg
1622455822636-- 相似度：0.863272(T).jpg
1622455822841-- 相似度：0.804323(T).jpg
1622455828368-- 相似度：0.910827(D).jpg
1622455828572-- 相似度：0.970699(T).jpg
1622455828778-- 相似度：0.994408(T).jpg
1622455828984-- 相似度：0.9933(T).jpg
1622455829185-- 相似度：0.989131(T).jpg
1622455851926-- 相似度：0.984393(D).jpg
1622455852108-- 相似度：0.906171(T).jpg
1622455852292-- 相似度：0.563012(T).jpg
1622455852477-- 相似度：0.87217(T).jpg
1622455852666-- 相似度：0.962877(T).jpg
1622455857485-- 相似度：0.999554(D).jpg
1622455857671-- 相似度：0.999931(T).jpg
1622455857849-- 相似度：0.998371(T).jpg
1622455858023-- 相似度：0.997253(T).jpg
1622455858206-- 相似度：0.939925(T).jpg
1622455864972-- 相似度：0.854188(D).jpg
1622455865178-- 相似度：0.994459(T).jpg
1622455865375-- 相似度：0.982484(T).jpg
1622455865576-- 相似度：0.949064(T).jpg
1622455865777-- 相似度：0.988051(T).jpg
1622455866093-- 相似度：0.11016(D).jpg
1622455866285-- 相似度：0.833139(T).jpg
1622455866477-- 相似度：0.819201(T).jpg
1622455866676-- 相似度：0.922624(T).jpg
1622455866879-- 相似度：0.920902(T).jpg
1622455869370-- 相似度：0.97243(D).jpg
1622455869571-- 相似度：0.728119(T).jpg
1622455869761-- 相似度：0.795377(T).jpg
1622455869955-- 相似度：0.873221(T).jpg
1622455870146-- 相似度：0.988647(T).jpg
1622455883951-- 相似度：0.980396(D).jpg
1622455884144-- 相似度：0.77893(T).jpg
1622455884338-- 相似度：0.723555(T).jpg
1622455884532-- 相似度：0.996764(T).jpg
1622455884731-- 相似度：0.987212(T).jpg
1622455887096-- 相似度：0.977003(D).jpg
1622455887302-- 相似度：0.999815(T).jpg
1622455887505-- 相似度：0.998361(T).jpg
1622455887706-- 相似度：0.996828(T).jpg
1622455887909-- 相似度：0.996032(T).jpg
1622455893580-- 相似度：0.999851(D).jpg
1622455893775-- 相似度：0.990593(T).jpg
1622455893970-- 相似度：0.961108(T).jpg
1622455894172-- 相似度：0.986899(T).jpg
1622455894372-- 相似度：0.685771(T).jpg
1622455894587-- 相似度：0.999984(D).jpg
1622455894795-- 相似度：0.999923(T).jpg
1622455895009-- 相似度：0.999792(T).jpg
1622455895216-- 相似度：0.999859(T).jpg
1622455895422-- 相似度：0.999937(T).jpg
1622455898398-- 相似度：0.992921(D).jpg
1622455898602-- 相似度：0.990746(T).jpg
1622455898807-- 相似度：0.999876(T).jpg
1622455899014-- 相似度：0.999838(T).jpg
1622455899281-- 相似度：0.96427(T).jpg
1622455904423-- 相似度：0.957159(D).jpg
1622455904637-- 相似度：0.932276(T).jpg
1622455904853-- 相似度：0.975892(T).jpg
1622455905077-- 相似度：0.951614(T).jpg
1622455905290-- 相似度：0.980184(T).jpg
1622455909375-- 相似度：0.998866(D).jpg
1622455909564-- 相似度：0.991703(T).jpg
1622455909758-- 相似度：0.975424(T).jpg
1622455909956-- 相似度：0.941479(T).jpg
1622455910150-- 相似度：0.999546(T).jpg
1622455918144-- 相似度：0.991268(D).jpg
1622455918337-- 相似度：0.99875(T).jpg
1622455918533-- 相似度：0.987803(T).jpg
1622455918737-- 相似度：0.793406(T).jpg
1622455918932-- 相似度：0.909135(T).jpg
1622455929092-- 相似度：0.999478(D).jpg
1622455929295-- 相似度：0.988138(T).jpg
1622455929503-- 相似度：0.992612(T).jpg
1622455929712-- 相似度：0.947939(T).jpg
1622455929918-- 相似度：0.995117(T).jpg
1622455936610-- 相似度：0.993463(D).jpg
1622455936797-- 相似度：0.866806(T).jpg
1622455936989-- 相似度：0.877897(T).jpg
1622455937181-- 相似度：0.502509(T).jpg
1622455937371-- 相似度：0.600955(T).jpg
1622455940781-- 相似度：0.942322(D).jpg
1622455940996-- 相似度：0.973536(T).jpg
1622455941206-- 相似度：0.964587(T).jpg
1622455941423-- 相似度：0.987801(T).jpg
1622455941649-- 相似度：0.996982(T).jpg
1622455945898-- 相似度：0.999576(D).jpg
1622455946107-- 相似度：0.997552(T).jpg
1622455946321-- 相似度：0.997014(T).jpg
1622455946534-- 相似度：0.991292(T).jpg
1622455946741-- 相似度：0.92748(T).jpg
1622455957039-- 相似度：0.992419(D).jpg
1622455957270-- 相似度：0.988611(D).jpg
1622455957887-- 相似度：0.742855(T).jpg
1622455958074-- 相似度：0.336998(D).jpg
1622455958252-- 相似度：0.335617(T).jpg
1622455958442-- 相似度：0.382327(T).jpg
1622455958622-- 相似度：0.181103(T).jpg
1622455958807-- 相似度：0.349603(T).jpg
1622455963219-- 相似度：0.501451(D).jpg
1622455963408-- 相似度：0.724513(T).jpg
1622455963592-- 相似度：0.997855(T).jpg
1622455963779-- 相似度：0.999848(T).jpg
1622455963971-- 相似度：0.999602(T).jpg
1622455969687-- 相似度：0.997516(D).jpg
1622455969868-- 相似度：0.805156(T).jpg
1622455970060-- 相似度：0.540591(T).jpg
1622455970247-- 相似度：0.300359(T).jpg
1622455970433-- 相似度：0.502552(T).jpg
1622455972618-- 相似度：0.929701(D).jpg
1622455972796-- 相似度：0.999564(T).jpg
1622455972978-- 相似度：0.999199(T).jpg
1622455973157-- 相似度：0.996188(T).jpg
1622455973341-- 相似度：0.997018(T).jpg
1622455984347-- 相似度：0.999961(D).jpg
1622455984524-- 相似度：0.999899(T).jpg
1622455984705-- 相似度：0.999324(T).jpg
1622455984881-- 相似度：0.996035(T).jpg
1622455985062-- 相似度：0.887135(T).jpg
1622455988252-- 相似度：0.928978(D).jpg
1622455988434-- 相似度：0.971194(T).jpg
1622455988618-- 相似度：0.998439(T).jpg
1622455988801-- 相似度：0.99707(T).jpg
1622455988982-- 相似度：0.998677(T).jpg
1622455994832-- 相似度：0.529895(D).jpg
1622455995261-- 相似度：0.997366(D).jpg
1622455995442-- 相似度：0.998239(T).jpg
1622455995623-- 相似度：0.997778(T).jpg
1622455995804-- 相似度：0.995658(T).jpg
1622455995986-- 相似度：0.994428(T).jpg
1622455998478-- 相似度：0.942674(D).jpg
1622455998691-- 相似度：0.807944(T).jpg
1622455999231-- 相似度：0.879843(T).jpg
1622455999417-- 相似度：0.505885(D).jpg
1622455999597-- 相似度：0.998152(T).jpg
1622455999780-- 相似度：0.824191(T).jpg
1622455999953-- 相似度：0.899999(T).jpg
1622456000127-- 相似度：0.936245(T).jpg
1622456000572-- 相似度：0.79145(D).jpg
1622456000761-- 相似度：0.855779(T).jpg
1622456000952-- 相似度：0.478027(T).jpg
1622456001150-- 相似度：0.499864(T).jpg
1622456001346-- 相似度：0.611847(T).jpg
1622456003641-- 相似度：0.995174(D).jpg
1622456003834-- 相似度：0.969297(T).jpg
1622456004018-- 相似度：0.997124(T).jpg
1622456004205-- 相似度：0.980913(T).jpg
1622456004389-- 相似度：0.986951(T).jpg
1622456006526-- 相似度：0.936399(D).jpg
1622456006713-- 相似度：0.977183(T).jpg
1622456006900-- 相似度：0.981645(T).jpg
1622456007097-- 相似度：0.950507(T).jpg
1622456007289-- 相似度：0.886653(T).jpg
1622456009229-- 相似度：0.859176(D).jpg
1622456009409-- 相似度：0.978094(T).jpg
1622456009594-- 相似度：0.977816(T).jpg
1622456009771-- 相似度：0.939066(T).jpg
1622456009951-- 相似度：0.965531(T).jpg
1622456011771-- 相似度：0.955128(D).jpg
1622456011945-- 相似度：0.874203(T).jpg
1622456012125-- 相似度：0.736104(T).jpg
1622456012300-- 相似度：0.903806(T).jpg
1622456012479-- 相似度：0.84024(T).jpg
1622456024229-- 相似度：0.97637(D).jpg
1622456024420-- 相似度：0.996279(T).jpg
1622456024617-- 相似度：0.728009(T).jpg
1622456024812-- 相似度：0.975814(T).jpg
1622456025003-- 相似度：0.940624(T).jpg
1622456031484-- 相似度：0.816457(D).jpg
1622456031659-- 相似度：0.942457(T).jpg
1622456031837-- 相似度：0.980421(T).jpg
1622456032010-- 相似度：0.996113(T).jpg
1622456032184-- 相似度：0.994935(T).jpg
1622456038200-- 相似度：0.999062(D).jpg
1622456038388-- 相似度：0.999235(T).jpg
1622456038580-- 相似度：0.997915(T).jpg
1622456038774-- 相似度：0.998945(T).jpg
1622456038960-- 相似度：0.996442(T).jpg
1622456042805-- 相似度：0.985824(D).jpg
1622456042985-- 相似度：0.983864(T).jpg
1622456043173-- 相似度：0.997307(T).jpg
1622456043359-- 相似度：0.996587(T).jpg
1622456043547-- 相似度：0.991493(T).jpg
1622456052745-- 相似度：0.999459(D).jpg
1622456052924-- 相似度：0.998354(T).jpg
1622456053103-- 相似度：0.998902(T).jpg
1622456053280-- 相似度：0.998966(T).jpg
1622456053460-- 相似度：0.997961(T).jpg
1622456063715-- 相似度：0.655078(D).jpg
1622456063888-- 相似度：0.25159(T).jpg
1622456064065-- 相似度：0.901495(T).jpg
1622456064242-- 相似度：0.887651(T).jpg
1622456064420-- 相似度：0.944609(T).jpg
1622456065888-- 相似度：0.346726(D).jpg
1622456068977-- 相似度：0.994155(T).jpg
1622456069155-- 相似度：0.966264(D).jpg
1622456069327-- 相似度：0.996747(T).jpg
1622456069501-- 相似度：0.998689(T).jpg
1622456069671-- 相似度：0.978724(T).jpg
1622456069835-- 相似度：0.665368(T).jpg
1622456072574-- 相似度：0.61069(D).jpg
1622456072752-- 相似度：0.494362(T).jpg
1622456072934-- 相似度：0.555074(T).jpg
1622456073122-- 相似度：0.504834(T).jpg
1622456073304-- 相似度：0.526826(T).jpg
1622456076376-- 相似度：0.221603(D).jpg
1622456085067-- 相似度：0.880942(D).jpg
1622456085435-- 相似度：0.980513(T).jpg
1622456085603-- 相似度：0.322475(D).jpg
1622456085772-- 相似度：0.687649(T).jpg
1622456085942-- 相似度：0.998217(T).jpg
1622456086127-- 相似度：0.991448(T).jpg
1622456086304-- 相似度：0.932118(T).jpg
1622456088715-- 相似度：0.999968(D).jpg
1622456088885-- 相似度：0.999949(T).jpg
1622456089055-- 相似度：0.999838(T).jpg
1622456089225-- 相似度：0.999595(T).jpg
1622456089392-- 相似度：0.999864(T).jpg
1622456095935-- 相似度：0.953861(D).jpg
1622456096110-- 相似度：0.976581(T).jpg
1622456096295-- 相似度：0.154509(T).jpg
1622456096474-- 相似度：0.017376(T).jpg
1622456096647-- 相似度：0.438878(T).jpg
1622456098829-- 相似度：0.999935(D).jpg
1622456099021-- 相似度：0.999993(T).jpg
1622456099216-- 相似度：0.999992(T).jpg
1622456099413-- 相似度：0.999993(T).jpg
1622456099606-- 相似度：0.958274(T).jpg
1622456101583-- 相似度：0.986132(D).jpg
1622456101763-- 相似度：0.9981(T).jpg
1622456101947-- 相似度：0.998189(T).jpg
1622456102132-- 相似度：0.997208(T).jpg
1622456102314-- 相似度：0.974796(T).jpg
1622456104944-- 相似度：0.998115(D).jpg
1622456105124-- 相似度：0.999177(T).jpg
1622456105310-- 相似度：0.999896(T).jpg
1622456105497-- 相似度：0.999958(T).jpg
1622456105681-- 相似度：0.999922(T).jpg
1622456111207-- 相似度：0.746018(D).jpg
1622456111804-- 相似度：0.766686(D).jpg
1622456111979-- 相似度：0.91959(T).jpg
1622456112155-- 相似度：0.745357(T).jpg
1622456114455-- 相似度：0.425812(D).jpg
1622456114632-- 相似度：0.999177(T).jpg
1622456114818-- 相似度：0.99965(T).jpg
1622456115005-- 相似度：0.999832(T).jpg
1622456115193-- 相似度：0.999711(T).jpg
1622456122913-- 相似度：0.914799(D).jpg
1622456123097-- 相似度：0.995325(T).jpg
1622456123281-- 相似度：0.966157(T).jpg
1622456123460-- 相似度：0.99221(T).jpg
1622456123646-- 相似度：0.993349(T).jpg
1622456125685-- 相似度：0.007551(D).jpg
1622456129103-- 相似度：0.645312(D).jpg
1622456129275-- 相似度：0.975125(T).jpg
1622456129448-- 相似度：0.348076(T).jpg
1622456129627-- 相似度：0.765529(T).jpg
1622456129803-- 相似度：0.685953(T).jpg
1622456132901-- 相似度：0.582(D).jpg
1622456133082-- 相似度：0.976753(T).jpg
1622456133268-- 相似度：0.986579(T).jpg
1622456133455-- 相似度：0.985343(T).jpg
1622456133645-- 相似度：0.983162(T).jpg
1622456151375-- 相似度：0.934066(D).jpg
1622456151564-- 相似度：0.995894(T).jpg
1622456151763-- 相似度：0.945728(T).jpg
1622456151953-- 相似度：0.986708(T).jpg
1622456152139-- 相似度：0.921963(T).jpg
1622456156660-- 相似度：0.997502(D).jpg
1622456156851-- 相似度：0.998719(T).jpg
1622456157030-- 相似度：0.99932(T).jpg
1622456157209-- 相似度：0.998421(T).jpg
1622456157387-- 相似度：0.96516(T).jpg
