1622702806468-- 相似度：0.108718(D).jpg
1622702997101-- 相似度：0.589635(T).jpg
1622702997294-- 相似度：0.662315(T).jpg
1622702998895-- 相似度：0.582373(D).jpg
1622702999078-- 相似度：0.974484(T).jpg
1622702999259-- 相似度：0.978907(T).jpg
1622702999437-- 相似度：0.911211(T).jpg
1622702999618-- 相似度：0.88504(T).jpg
1622703002592-- 相似度：0.846758(D).jpg
1622703002774-- 相似度：0.844812(T).jpg
1622703002964-- 相似度：0.838464(T).jpg
1622703003148-- 相似度：0.620869(T).jpg
1622703003329-- 相似度：0.684068(T).jpg
1622703005230-- 相似度：0.440853(D).jpg
1622703005414-- 相似度：0.218071(T).jpg
1622703005594-- 相似度：0.148156(T).jpg
1622703005773-- 相似度：0.231224(T).jpg
1622703005954-- 相似度：0.178374(T).jpg
1622703008031-- 相似度：0.113601(D).jpg
1622703008229-- 相似度：0.469076(T).jpg
1622703008433-- 相似度：0.332931(T).jpg
1622703008632-- 相似度：0.423369(T).jpg
1622703008835-- 相似度：0.437802(T).jpg
1622703020617-- 相似度：0.311753(D).jpg
1622703020807-- 相似度：0.494136(T).jpg
1622703022336-- 相似度：0.507878(D).jpg
1622703022516-- 相似度：0.694096(T).jpg
1622703022706-- 相似度：0.524921(T).jpg
1622703022882-- 相似度：0.459324(T).jpg
1622703023061-- 相似度：0.22338(T).jpg
1622703024830-- 相似度：0.674035(D).jpg
1622703025013-- 相似度：0.967166(T).jpg
1622703025202-- 相似度：0.969031(T).jpg
1622703025386-- 相似度：0.857806(T).jpg
1622703025571-- 相似度：0.980753(T).jpg
1622703029649-- 相似度：0.420962(D).jpg
1622703029826-- 相似度：0.943794(T).jpg
1622703030001-- 相似度：0.659439(T).jpg
1622703030222-- 相似度：0.637317(T).jpg
1622703030400-- 相似度：0.892731(T).jpg
1622703034900-- 相似度：0.052016(D).jpg
1622703035085-- 相似度：0.772975(T).jpg
1622703035270-- 相似度：0.687242(T).jpg
1622703035457-- 相似度：0.952899(T).jpg
1622703035649-- 相似度：0.975993(T).jpg
1622703037662-- 相似度：0.595881(D).jpg
1622703037842-- 相似度：0.911673(T).jpg
1622703038025-- 相似度：0.917872(T).jpg
1622703038208-- 相似度：0.900772(T).jpg
1622703038388-- 相似度：0.966183(T).jpg
1622703039965-- 相似度：0.167997(D).jpg
1622703040698-- 相似度：0.286344(D).jpg
1622703040885-- 相似度：0.536371(T).jpg
1622703041069-- 相似度：0.444827(T).jpg
1622703041252-- 相似度：0.860216(T).jpg
1622703041434-- 相似度：0.434822(T).jpg
1622703043467-- 相似度：0.673941(D).jpg
1622703043650-- 相似度：0.974012(T).jpg
1622703043837-- 相似度：0.987523(T).jpg
1622703044024-- 相似度：0.960292(T).jpg
1622703044214-- 相似度：0.943152(T).jpg
1622703049336-- 相似度：0.096095(D).jpg
1622703049527-- 相似度：0.135163(T).jpg
1622703049715-- 相似度：0.349853(T).jpg
1622703049907-- 相似度：0.691299(T).jpg
1622703050102-- 相似度：0.970361(T).jpg
1622703054000-- 相似度：0.714893(D).jpg
1622703054180-- 相似度：0.688258(T).jpg
1622703054362-- 相似度：0.845805(T).jpg
1622703054543-- 相似度：0.661193(T).jpg
1622703054724-- 相似度：0.569026(T).jpg
1622703057788-- 相似度：0.579962(D).jpg
1622703062192-- 相似度：0.972631(D).jpg
1622703062369-- 相似度：0.578542(T).jpg
1622703062553-- 相似度：0.338382(T).jpg
1622703062730-- 相似度：0.533584(T).jpg
1622703062901-- 相似度：0.529618(T).jpg
1622703065562-- 相似度：0.994872(D).jpg
1622703065737-- 相似度：0.944132(T).jpg
1622703065920-- 相似度：0.728698(T).jpg
1622703066100-- 相似度：0.932638(T).jpg
1622703066285-- 相似度：0.920187(T).jpg
1622703068558-- 相似度：0.804154(D).jpg
1622703068738-- 相似度：0.782068(T).jpg
1622703068922-- 相似度：0.711612(T).jpg
1622703069097-- 相似度：0.835776(T).jpg
1622703069276-- 相似度：0.686624(T).jpg
1622703076092-- 相似度：0.898573(D).jpg
1622703076269-- 相似度：0.986906(T).jpg
1622703076446-- 相似度：0.994715(T).jpg
1622703076631-- 相似度：0.94081(T).jpg
1622703076808-- 相似度：0.969692(T).jpg
1622703079948-- 相似度：0.997212(D).jpg
1622703080132-- 相似度：0.929913(T).jpg
1622703080308-- 相似度：0.964855(T).jpg
1622703080481-- 相似度：0.988577(T).jpg
1622703080657-- 相似度：0.989231(T).jpg
1622703083379-- 相似度：0.879176(D).jpg
1622703083553-- 相似度：0.99682(T).jpg
1622703083733-- 相似度：0.967944(T).jpg
1622703083904-- 相似度：0.982209(T).jpg
1622703084082-- 相似度：0.973464(T).jpg
1622703086085-- 相似度：0.991998(D).jpg
1622703086254-- 相似度：0.825653(T).jpg
1622703086431-- 相似度：0.922156(T).jpg
1622703086603-- 相似度：0.986904(T).jpg
1622703086775-- 相似度：0.982031(T).jpg
1622703103889-- 相似度：0.940115(D).jpg
1622703104061-- 相似度：0.885178(T).jpg
1622703104231-- 相似度：0.439167(T).jpg
1622703104403-- 相似度：0.666784(T).jpg
1622703104574-- 相似度：0.737074(T).jpg
1622703106612-- 相似度：0.608859(D).jpg
1622703106786-- 相似度：0.434626(T).jpg
1622703106957-- 相似度：0.087294(T).jpg
1622703107134-- 相似度：0.832559(T).jpg
1622703107316-- 相似度：0.581762(T).jpg
1622703110105-- 相似度：0.807741(D).jpg
1622703110280-- 相似度：0.762284(T).jpg
1622703110455-- 相似度：0.497903(T).jpg
1622703110630-- 相似度：0.778669(T).jpg
1622703110801-- 相似度：0.777774(T).jpg
1622703133813-- 相似度：0.954431(D).jpg
1622703133983-- 相似度：0.925941(T).jpg
1622703134155-- 相似度：0.753237(T).jpg
1622703134337-- 相似度：0.868171(T).jpg
1622703134507-- 相似度：0.972576(T).jpg
1622703136169-- 相似度：0.684091(D).jpg
1622703136601-- 相似度：0.931923(D).jpg
1622703136774-- 相似度：0.967212(T).jpg
1622703136949-- 相似度：0.989701(T).jpg
1622703137123-- 相似度：0.985153(T).jpg
1622703137295-- 相似度：0.875212(T).jpg
1622703138137-- 相似度：0.758995(D).jpg
1622703138311-- 相似度：0.901879(T).jpg
1622703138483-- 相似度：0.508258(T).jpg
1622703138656-- 相似度：0.10188(T).jpg
1622703138829-- 相似度：0.225747(T).jpg
1622703140224-- 相似度：0.991024(D).jpg
1622703143517-- 相似度：0.345425(D).jpg
1622703143925-- 相似度：0.645313(D).jpg
1622703144094-- 相似度：0.95708(T).jpg
1622703144261-- 相似度：0.842251(T).jpg
1622703144433-- 相似度：0.974782(T).jpg
1622703144603-- 相似度：0.745327(T).jpg
1622703147204-- 相似度：0.330406(D).jpg
1622703147373-- 相似度：0.243724(T).jpg
1622703147537-- 相似度：0.616015(T).jpg
1622703147711-- 相似度：0.595559(T).jpg
1622703147879-- 相似度：0.833471(T).jpg
1622703150871-- 相似度：0.492201(D).jpg
1622703151040-- 相似度：0.976907(T).jpg
1622703151208-- 相似度：0.998298(T).jpg
1622703151378-- 相似度：0.995628(T).jpg
1622703151548-- 相似度：0.99961(T).jpg
1622703153224-- 相似度：0.607336(D).jpg
1622703153398-- 相似度：0.997486(T).jpg
1622703153569-- 相似度：0.989894(T).jpg
1622703153736-- 相似度：0.998889(T).jpg
1622703153903-- 相似度：0.999109(T).jpg
1622703156197-- 相似度：0.969387(D).jpg
1622703156361-- 相似度：0.997569(T).jpg
1622703156530-- 相似度：0.995918(T).jpg
1622703156709-- 相似度：0.993047(T).jpg
1622703156877-- 相似度：0.995227(T).jpg
1622703159816-- 相似度：0.633426(D).jpg
1622703159990-- 相似度：0.959435(T).jpg
1622703160160-- 相似度：0.991757(T).jpg
1622703160332-- 相似度：0.999603(T).jpg
1622703160507-- 相似度：0.998564(T).jpg
1622703162617-- 相似度：0.298185(D).jpg
1622703162788-- 相似度：0.96348(T).jpg
1622703162954-- 相似度：0.809122(T).jpg
1622703163129-- 相似度：0.41599(T).jpg
1622703163298-- 相似度：0.984458(T).jpg
1622703167823-- 相似度：0.99946(D).jpg
1622703167993-- 相似度：0.998833(T).jpg
1622703168165-- 相似度：0.999406(T).jpg
1622703168333-- 相似度：0.998176(T).jpg
1622703168506-- 相似度：0.994694(T).jpg
1622703170648-- 相似度：0.251711(D).jpg
1622703170823-- 相似度：0.943979(T).jpg
1622703170996-- 相似度：0.905504(T).jpg
1622703171174-- 相似度：0.943472(T).jpg
1622703171346-- 相似度：0.979799(T).jpg
1622703173520-- 相似度：0.959656(D).jpg
1622703173696-- 相似度：0.999059(T).jpg
1622703173882-- 相似度：0.999692(T).jpg
1622703174055-- 相似度：0.998833(T).jpg
1622703174241-- 相似度：0.995462(T).jpg
1622703176706-- 相似度：0.942751(D).jpg
1622703176875-- 相似度：0.993969(T).jpg
1622703177052-- 相似度：0.994785(T).jpg
1622703177223-- 相似度：0.986075(T).jpg
1622703177403-- 相似度：0.983431(T).jpg
1622703179977-- 相似度：0.97145(D).jpg
1622703180147-- 相似度：0.996523(T).jpg
1622703180326-- 相似度：0.981864(T).jpg
1622703180502-- 相似度：0.973002(T).jpg
1622703180676-- 相似度：0.996539(T).jpg
1622703183015-- 相似度：0.975539(D).jpg
1622703183184-- 相似度：0.998845(T).jpg
1622703183359-- 相似度：0.999044(T).jpg
1622703183530-- 相似度：0.999467(T).jpg
1622703183699-- 相似度：0.998002(T).jpg
1622703186279-- 相似度：0.967077(D).jpg
1622703186451-- 相似度：0.985396(T).jpg
1622703186632-- 相似度：0.976565(T).jpg
1622703186802-- 相似度：0.889365(T).jpg
1622703186977-- 相似度：0.686181(T).jpg
1622703192634-- 相似度：0.105711(D).jpg
1622703192803-- 相似度：0.195441(T).jpg
1622703192982-- 相似度：0.809376(T).jpg
1622703193163-- 相似度：0.959092(T).jpg
1622703193330-- 相似度：0.891906(T).jpg
1622703196002-- 相似度：0.00309(D).jpg
1622703196185-- 相似度：0.113796(T).jpg
1622703196361-- 相似度：0.212286(T).jpg
1622703196537-- 相似度：0.305786(T).jpg
1622703196711-- 相似度：0.63608(T).jpg
1622703199316-- 相似度：0.051365(D).jpg
1622703199487-- 相似度：0.632478(T).jpg
1622703199658-- 相似度：0.582228(T).jpg
1622703199831-- 相似度：0.738066(T).jpg
1622703200006-- 相似度：0.612795(T).jpg
1622703202283-- 相似度：0.010555(D).jpg
1622703202462-- 相似度：0.42783(T).jpg
1622703202637-- 相似度：0.417284(T).jpg
1622703202810-- 相似度：0.486829(T).jpg
1622703202985-- 相似度：0.524317(T).jpg
1622703214670-- 相似度：0.993887(D).jpg
1622703214838-- 相似度：0.966886(T).jpg
1622703215014-- 相似度：0.830016(T).jpg
1622703215190-- 相似度：0.910669(T).jpg
1622703215363-- 相似度：0.732311(T).jpg
1622703217969-- 相似度：0.390843(D).jpg
1622703218147-- 相似度：0.792439(T).jpg
1622703218320-- 相似度：0.943071(T).jpg
1622703218499-- 相似度：0.920871(T).jpg
1622703218675-- 相似度：0.933644(T).jpg
1622703221287-- 相似度：0.668545(D).jpg
1622703221461-- 相似度：0.850508(T).jpg
1622703221647-- 相似度：0.738281(T).jpg
1622703221827-- 相似度：0.88522(T).jpg
1622703222002-- 相似度：0.983956(T).jpg
1622703224888-- 相似度：0.800747(D).jpg
1622703225062-- 相似度：0.968233(T).jpg
1622703225240-- 相似度：0.969767(T).jpg
1622703225416-- 相似度：0.960987(T).jpg
1622703225592-- 相似度：0.958929(T).jpg
1622703227083-- 相似度：0.997261(D).jpg
1622703227255-- 相似度：0.96607(T).jpg
1622703227427-- 相似度：0.980327(T).jpg
1622703227597-- 相似度：0.985641(T).jpg
1622703227771-- 相似度：0.990121(T).jpg
1622703229446-- 相似度：0.998074(D).jpg
1622703229621-- 相似度：0.963429(T).jpg
1622703229793-- 相似度：0.833581(T).jpg
1622703229969-- 相似度：0.909409(T).jpg
1622703230141-- 相似度：0.932244(T).jpg
1622703233789-- 相似度：0.084598(D).jpg
1622703234029-- 相似度：0.528203(T).jpg
1622703234201-- 相似度：0.540583(T).jpg
1622703234383-- 相似度：0.968601(T).jpg
1622703234554-- 相似度：0.369955(T).jpg
1622703236346-- 相似度：0.550556(D).jpg
1622703236518-- 相似度：0.944663(T).jpg
1622703236691-- 相似度：0.656512(T).jpg
1622703236868-- 相似度：0.739095(T).jpg
1622703237043-- 相似度：0.796934(T).jpg
1622703239034-- 相似度：0.993855(D).jpg
1622703239203-- 相似度：0.995552(T).jpg
1622703239376-- 相似度：0.994157(T).jpg
1622703239552-- 相似度：0.994876(T).jpg
1622703239724-- 相似度：0.909052(T).jpg
1622703320684-- 相似度：0.028974(D).jpg
1622703322325-- 相似度：0.019746(D).jpg
1622703322521-- 相似度：0.002371(T).jpg
1622703322720-- 相似度：0.004541(T).jpg
1622703322921-- 相似度：0.013586(D).jpg
1622703323113-- 相似度：0.044861(T).jpg
1622703323313-- 相似度：0.094989(T).jpg
1622703323514-- 相似度：0.117573(T).jpg
1622703323718-- 相似度：0.577503(T).jpg
1622703324936-- 相似度：0.34823(D).jpg
1622703325141-- 相似度：0.026626(T).jpg
1622703325340-- 相似度：0.002276(T).jpg
1622703325530-- 相似度：0.025929(T).jpg
1622703325723-- 相似度：0.861189(T).jpg
1622703328305-- 相似度：0.040995(D).jpg
1622703328486-- 相似度：0.093125(T).jpg
1622703328717-- 相似度：0.410539(T).jpg
1622703328948-- 相似度：0.317466(T).jpg
1622703329179-- 相似度：0.199051(T).jpg
1622703329436-- 相似度：0.481939(D).jpg
1622703329627-- 相似度：0.381056(T).jpg
1622703329809-- 相似度：0.123241(T).jpg
1622703329989-- 相似度：0.083356(T).jpg
1622703330178-- 相似度：0.077793(T).jpg
1622703344516-- 相似度：0.005422(D).jpg
1622703344730-- 相似度：0.006768(D).jpg
1622703352035-- 相似度：0.631689(D).jpg
1622703352203-- 相似度：0.601852(T).jpg
1622703352363-- 相似度：0.668262(T).jpg
1622703352528-- 相似度：0.805568(T).jpg
1622703352690-- 相似度：0.957267(T).jpg
1622703355663-- 相似度：0.671879(D).jpg
1622703355826-- 相似度：0.62755(T).jpg
1622703355991-- 相似度：0.873582(T).jpg
1622703356152-- 相似度：0.207372(T).jpg
1622703356312-- 相似度：0.83317(T).jpg
1622703361328-- 相似度：0.073178(D).jpg
1622703361610-- 相似度：0.248646(D).jpg
1622703361884-- 相似度：0.35424(D).jpg
1622703362050-- 相似度：0.491952(T).jpg
1622703362212-- 相似度：0.243536(T).jpg
1622703362381-- 相似度：0.453644(T).jpg
1622703362550-- 相似度：0.831288(T).jpg
1622703364007-- 相似度：0.050772(D).jpg
1622703364277-- 相似度：0.048799(D).jpg
1622703365060-- 相似度：0.187606(D).jpg
1622703365227-- 相似度：0.362833(T).jpg
1622703365394-- 相似度：0.478272(T).jpg
1622703365568-- 相似度：0.444721(T).jpg
1622703365733-- 相似度：0.293814(D).jpg
1622703365909-- 相似度：0.946314(T).jpg
1622703366082-- 相似度：0.982829(T).jpg
1622703366261-- 相似度：0.978469(T).jpg
1622703366439-- 相似度：0.877029(T).jpg
1622703368986-- 相似度：0.588011(D).jpg
1622703369147-- 相似度：0.521386(T).jpg
1622703369305-- 相似度：0.649213(T).jpg
1622703369463-- 相似度：0.703932(T).jpg
1622703369621-- 相似度：0.5971(T).jpg
1622703372876-- 相似度：0.128028(D).jpg
1622703373032-- 相似度：0.374531(T).jpg
1622703373192-- 相似度：0.177174(T).jpg
1622703373351-- 相似度：0.168682(T).jpg
1622703373507-- 相似度：0.122039(T).jpg
1622703380874-- 相似度：0.975107(D).jpg
1622703381029-- 相似度：0.922279(T).jpg
1622703381187-- 相似度：0.672781(T).jpg
1622703381339-- 相似度：0.538213(T).jpg
