1622442948735-- 相似度：0.003709(D).jpg
1622443056956-- 相似度：0.149274(T).jpg
1622443057098-- 相似度：0.034578(T).jpg
1622443057243-- 相似度：0.040997(T).jpg
1622443057387-- 相似度：0.063873(T).jpg
1622443057532-- 相似度：0.031909(T).jpg
1622443057676-- 相似度：0.110265(T).jpg
1622443057819-- 相似度：0.046415(T).jpg
1622443059827-- 相似度：0.005033(D).jpg
1622443059964-- 相似度：0.002604(T).jpg
1622443060101-- 相似度：0.017821(T).jpg
1622443060242-- 相似度：0.016783(T).jpg
1622443060388-- 相似度：0.004318(T).jpg
1622443060529-- 相似度：0.008697(T).jpg
1622443060668-- 相似度：0.011121(T).jpg
1622443060814-- 相似度：0.001164(T).jpg
1622443060945-- 相似度：0.006173(T).jpg
1622443061085-- 相似度：0.009556(T).jpg
1622443061228-- 相似度：0.015063(T).jpg
1622443071347-- 相似度：0.068162(D).jpg
1622443071498-- 相似度：0.070995(T).jpg
1622443071636-- 相似度：0.057009(T).jpg
1622443071781-- 相似度：0.046029(T).jpg
1622443071920-- 相似度：0.098853(T).jpg
1622443072069-- 相似度：0.200948(T).jpg
1622443072220-- 相似度：0.063365(T).jpg
1622443072362-- 相似度：0.165895(T).jpg
1622443072504-- 相似度：0.144277(T).jpg
1622443072662-- 相似度：0.049024(T).jpg
1622443072803-- 相似度：0.11869(T).jpg
1622443076943-- 相似度：0.399429(D).jpg
1622443077081-- 相似度：0.147236(T).jpg
1622443077228-- 相似度：0.1079(T).jpg
1622443077370-- 相似度：0.012933(T).jpg
1622443077513-- 相似度：0.020263(T).jpg
1622443077651-- 相似度：0.00842(T).jpg
1622443077792-- 相似度：0.013929(T).jpg
1622443077948-- 相似度：0.013149(T).jpg
1622443078091-- 相似度：0.007404(T).jpg
1622443078235-- 相似度：0.015567(T).jpg
1622443078377-- 相似度：0.012861(T).jpg
1622443082991-- 相似度：0.021682(D).jpg
1622443083138-- 相似度：0.017478(T).jpg
1622443083280-- 相似度：0.006655(T).jpg
1622443083430-- 相似度：0.007479(T).jpg
1622443083571-- 相似度：0.007467(T).jpg
1622443083727-- 相似度：0.002534(T).jpg
1622443083871-- 相似度：0.003962(T).jpg
1622443084020-- 相似度：0.009334(T).jpg
1622443084172-- 相似度：0.00948(T).jpg
1622443084318-- 相似度：0.012259(T).jpg
1622443084465-- 相似度：0.01867(T).jpg
1622443088951-- 相似度：0.012417(D).jpg
1622443089098-- 相似度：0.006525(T).jpg
1622443089243-- 相似度：0.007951(T).jpg
1622443089382-- 相似度：0.006801(T).jpg
1622443089523-- 相似度：0.006256(T).jpg
1622443089664-- 相似度：0.004123(T).jpg
1622443089803-- 相似度：0.005685(T).jpg
1622443089949-- 相似度：0.00786(T).jpg
1622443090089-- 相似度：0.00577(T).jpg
1622443090228-- 相似度：0.004741(T).jpg
1622443090360-- 相似度：0.00336(T).jpg
1622443100742-- 相似度：0.004176(D).jpg
1622443100891-- 相似度：0.045298(T).jpg
1622443101026-- 相似度：0.020735(T).jpg
1622443101169-- 相似度：0.035252(T).jpg
1622443101310-- 相似度：0.05502(T).jpg
1622443101444-- 相似度：0.06602(T).jpg
1622443101585-- 相似度：0.015974(T).jpg
1622443101724-- 相似度：0.022487(T).jpg
1622443101867-- 相似度：0.037932(T).jpg
1622443102007-- 相似度：0.027524(T).jpg
1622443102144-- 相似度：0.043478(T).jpg
1622443106556-- 相似度：0.041812(D).jpg
1622443106698-- 相似度：0.130746(T).jpg
1622443106840-- 相似度：0.139521(T).jpg
1622443106978-- 相似度：0.107492(T).jpg
1622443107120-- 相似度：0.110578(T).jpg
1622443107257-- 相似度：0.092075(T).jpg
1622443107397-- 相似度：0.14543(T).jpg
1622443107539-- 相似度：0.062347(T).jpg
1622443107677-- 相似度：0.068126(T).jpg
1622443107815-- 相似度：0.10251(T).jpg
1622443107964-- 相似度：0.08995(T).jpg
1622443112147-- 相似度：0.185846(D).jpg
1622443112286-- 相似度：0.317139(T).jpg
1622443112425-- 相似度：0.041258(T).jpg
1622443112563-- 相似度：0.01766(T).jpg
1622443112709-- 相似度：0.003254(T).jpg
1622443112851-- 相似度：0.001631(T).jpg
1622443112983-- 相似度：0.002682(T).jpg
1622443113127-- 相似度：0.003305(T).jpg
1622443113266-- 相似度：0.003435(T).jpg
1622443113410-- 相似度：0.004793(T).jpg
1622443113548-- 相似度：0.004848(T).jpg
1622443118499-- 相似度：0.473254(D).jpg
1622443118635-- 相似度：0.010794(T).jpg
1622443118783-- 相似度：0.009121(T).jpg
1622443118928-- 相似度：0.011587(T).jpg
1622443119070-- 相似度：0.008841(T).jpg
1622443119208-- 相似度：0.040882(T).jpg
1622443119347-- 相似度：0.088436(T).jpg
1622443119496-- 相似度：0.025245(T).jpg
1622443119640-- 相似度：0.012562(T).jpg
1622443119783-- 相似度：0.010694(T).jpg
1622443119920-- 相似度：0.081567(T).jpg
1622443124206-- 相似度：0.006895(D).jpg
1622443124347-- 相似度：0.001724(T).jpg
1622443124499-- 相似度：0.00326(T).jpg
1622443124641-- 相似度：0.002367(T).jpg
1622443124776-- 相似度：0.004971(T).jpg
1622443124917-- 相似度：0.004159(T).jpg
1622443125068-- 相似度：0.010029(T).jpg
1622443125207-- 相似度：0.002394(T).jpg
1622443125350-- 相似度：0.001009(T).jpg
1622443125490-- 相似度：0.002834(T).jpg
1622443125634-- 相似度：0.003757(T).jpg
1622443130137-- 相似度：0.159594(D).jpg
1622443130277-- 相似度：0.141373(T).jpg
1622443130426-- 相似度：0.266859(T).jpg
1622443130567-- 相似度：0.176476(T).jpg
1622443130712-- 相似度：0.230912(T).jpg
1622443130859-- 相似度：0.160155(T).jpg
1622443131003-- 相似度：0.172105(T).jpg
1622443131146-- 相似度：0.083382(T).jpg
1622443131292-- 相似度：0.023494(T).jpg
1622443131433-- 相似度：0.0681(T).jpg
1622443131581-- 相似度：0.109682(T).jpg
1622443142045-- 相似度：0.010666(D).jpg
1622443142189-- 相似度：0.017692(T).jpg
1622443142329-- 相似度：0.010885(T).jpg
1622443142471-- 相似度：0.013103(T).jpg
1622443142618-- 相似度：0.015628(T).jpg
1622443142752-- 相似度：0.00779(T).jpg
1622443142895-- 相似度：0.00986(T).jpg
1622443143032-- 相似度：0.017492(T).jpg
1622443143169-- 相似度：0.007029(T).jpg
1622443143309-- 相似度：0.017165(T).jpg
1622443143458-- 相似度：0.010925(T).jpg
1622443147743-- 相似度：0.061187(D).jpg
1622443147887-- 相似度：0.116293(T).jpg
1622443148024-- 相似度：0.141979(T).jpg
1622443148161-- 相似度：0.180613(T).jpg
1622443148300-- 相似度：0.125534(T).jpg
1622443148438-- 相似度：0.045999(T).jpg
1622443148574-- 相似度：0.059977(T).jpg
1622443148707-- 相似度：0.153586(T).jpg
1622443148839-- 相似度：0.113463(T).jpg
1622443148975-- 相似度：0.085161(T).jpg
1622443149116-- 相似度：0.109321(T).jpg
1622443159551-- 相似度：0.031975(D).jpg
1622443159692-- 相似度：0.014822(T).jpg
1622443159836-- 相似度：0.012073(T).jpg
1622443159977-- 相似度：0.017031(T).jpg
1622443160120-- 相似度：0.033693(T).jpg
1622443160257-- 相似度：0.033703(T).jpg
1622443160398-- 相似度：0.031364(T).jpg
1622443160535-- 相似度：0.033403(T).jpg
1622443160676-- 相似度：0.003385(T).jpg
1622443160829-- 相似度：0.01549(T).jpg
1622443160968-- 相似度：0.004407(T).jpg
1622443165652-- 相似度：0.006905(D).jpg
1622443165794-- 相似度：4.1E-5(T).jpg
1622443165938-- 相似度：1.25E-4(T).jpg
1622443166073-- 相似度：3.9E-5(T).jpg
1622443166209-- 相似度：1.21E-4(T).jpg
1622443166349-- 相似度：6.2E-5(T).jpg
1622443166486-- 相似度：4.9E-5(T).jpg
1622443166625-- 相似度：1.12E-4(T).jpg
1622443166766-- 相似度：4.6E-5(T).jpg
1622443166903-- 相似度：1.5E-4(T).jpg
1622443167043-- 相似度：7.1E-5(T).jpg
1622443171308-- 相似度：0.142603(D).jpg
1622443171446-- 相似度：0.019398(T).jpg
1622443171597-- 相似度：0.043346(T).jpg
1622443171738-- 相似度：0.040619(T).jpg
1622443171887-- 相似度：0.102194(T).jpg
1622443172031-- 相似度：0.091821(T).jpg
1622443172174-- 相似度：0.079045(T).jpg
1622443172319-- 相似度：0.081207(T).jpg
1622443172464-- 相似度：0.070156(T).jpg
1622443172607-- 相似度：0.079621(T).jpg
1622443172754-- 相似度：0.06771(T).jpg
1622443177627-- 相似度：0.63428(D).jpg
1622443177767-- 相似度：0.147253(T).jpg
1622443177910-- 相似度：0.07562(T).jpg
1622443178050-- 相似度：0.085021(T).jpg
1622443178192-- 相似度：0.082875(T).jpg
1622443178345-- 相似度：0.069647(T).jpg
1622443178484-- 相似度：0.122393(T).jpg
1622443178625-- 相似度：0.110275(T).jpg
1622443178765-- 相似度：0.094485(T).jpg
1622443178908-- 相似度：0.103745(T).jpg
1622443179049-- 相似度：0.124313(T).jpg
1622443183450-- 相似度：0.024911(D).jpg
1622443183591-- 相似度：0.019885(T).jpg
1622443183727-- 相似度：0.014505(T).jpg
1622443183867-- 相似度：0.020725(T).jpg
1622443184012-- 相似度：0.104889(T).jpg
1622443184147-- 相似度：0.044277(T).jpg
1622443184286-- 相似度：0.124673(T).jpg
1622443184424-- 相似度：0.055937(T).jpg
1622443184560-- 相似度：0.073625(T).jpg
1622443184700-- 相似度：0.058391(T).jpg
1622443184848-- 相似度：0.017046(T).jpg
1622443189350-- 相似度：0.004176(D).jpg
1622443189493-- 相似度：0.003322(T).jpg
1622443189638-- 相似度：0.002453(T).jpg
1622443189783-- 相似度：0.001923(T).jpg
1622443189925-- 相似度：0.002486(T).jpg
1622443190073-- 相似度：0.004391(T).jpg
1622443190212-- 相似度：0.00158(T).jpg
1622443190361-- 相似度：0.007054(T).jpg
1622443190505-- 相似度：0.002536(T).jpg
1622443190652-- 相似度：9.53E-4(T).jpg
1622443190795-- 相似度：6.7E-4(T).jpg
1622443195408-- 相似度：0.062319(D).jpg
1622443195553-- 相似度：0.102266(T).jpg
1622443195690-- 相似度：0.066724(T).jpg
1622443195830-- 相似度：0.064407(T).jpg
1622443195971-- 相似度：0.132809(T).jpg
1622443196117-- 相似度：0.028091(T).jpg
1622443196255-- 相似度：0.045649(T).jpg
1622443196403-- 相似度：0.069071(T).jpg
1622443196545-- 相似度：0.082308(T).jpg
1622443196685-- 相似度：0.071731(T).jpg
1622443196826-- 相似度：0.099382(T).jpg
1622443201078-- 相似度：0.005401(D).jpg
1622443201220-- 相似度：0.042879(T).jpg
1622443201361-- 相似度：0.007083(T).jpg
1622443201499-- 相似度：0.001619(T).jpg
1622443201638-- 相似度：0.003204(T).jpg
1622443201788-- 相似度：0.001591(T).jpg
1622443201929-- 相似度：0.002164(T).jpg
1622443202070-- 相似度：0.001142(T).jpg
1622443202211-- 相似度：0.002962(T).jpg
1622443202351-- 相似度：0.013733(T).jpg
1622443202504-- 相似度：0.008379(T).jpg
1622443206719-- 相似度：0.032043(D).jpg
1622443206858-- 相似度：0.024551(T).jpg
1622443206996-- 相似度：0.009505(T).jpg
1622443207151-- 相似度：0.011127(T).jpg
1622443207292-- 相似度：0.005104(T).jpg
1622443207434-- 相似度：0.007665(T).jpg
1622443207584-- 相似度：0.007034(T).jpg
1622443207868-- 相似度：0.010303(T).jpg
1622443208008-- 相似度：0.006241(T).jpg
1622443208160-- 相似度：0.017811(T).jpg
1622443213431-- 相似度：0.006455(D).jpg
1622443213604-- 相似度：0.001244(T).jpg
1622443213770-- 相似度：6.69E-4(T).jpg
1622443213936-- 相似度：0.001073(T).jpg
1622443214108-- 相似度：0.001336(T).jpg
1622443214280-- 相似度：0.001621(T).jpg
1622443214445-- 相似度：0.008504(T).jpg
1622443214614-- 相似度：0.010367(T).jpg
1622443214790-- 相似度：0.009842(T).jpg
1622443214957-- 相似度：0.003869(T).jpg
1622443215135-- 相似度：0.003389(T).jpg
1622443218828-- 相似度：0.133041(D).jpg
1622443218997-- 相似度：0.066027(T).jpg
1622443219174-- 相似度：0.02473(T).jpg
1622443219345-- 相似度：0.057764(T).jpg
1622443219519-- 相似度：0.06612(T).jpg
1622443219701-- 相似度：0.051779(T).jpg
1622443219874-- 相似度：0.024457(T).jpg
1622443220059-- 相似度：0.094867(T).jpg
1622443220229-- 相似度：0.054589(T).jpg
1622443220398-- 相似度：0.484498(T).jpg
1622443220572-- 相似度：0.525822(T).jpg
1622443225105-- 相似度：0.004065(D).jpg
1622443225281-- 相似度：2.78E-4(T).jpg
1622443225450-- 相似度：0.001269(T).jpg
1622443225620-- 相似度：1.06E-4(T).jpg
1622443225791-- 相似度：1.38E-4(T).jpg
1622443225956-- 相似度：2.55E-4(T).jpg
1622443226128-- 相似度：1.29E-4(T).jpg
1622443226298-- 相似度：1.25E-4(T).jpg
1622443226465-- 相似度：0.001608(T).jpg
1622443226637-- 相似度：7.56E-4(T).jpg
1622443226800-- 相似度：8.7E-5(T).jpg
1622443230743-- 相似度：0.186679(D).jpg
1622443230914-- 相似度：0.304019(T).jpg
1622443231084-- 相似度：0.208692(T).jpg
1622443231250-- 相似度：0.185304(T).jpg
1622443231416-- 相似度：0.219867(T).jpg
1622443231592-- 相似度：0.018672(T).jpg
1622443231769-- 相似度：0.022955(T).jpg
1622443231938-- 相似度：0.037055(T).jpg
1622443232109-- 相似度：0.238139(T).jpg
1622443232285-- 相似度：0.200449(T).jpg
1622443232457-- 相似度：0.098305(T).jpg
1622443236450-- 相似度：0.11256(D).jpg
1622443236605-- 相似度：0.124116(T).jpg
1622443236771-- 相似度：0.030001(T).jpg
1622443236935-- 相似度：0.004352(T).jpg
1622443237104-- 相似度：0.007209(T).jpg
1622443237267-- 相似度：0.02415(T).jpg
1622443237439-- 相似度：0.036031(T).jpg
1622443237615-- 相似度：0.056145(T).jpg
1622443237779-- 相似度：0.06932(T).jpg
1622443237943-- 相似度：0.040547(T).jpg
1622443238109-- 相似度：0.069672(T).jpg
1622443242945-- 相似度：0.050808(D).jpg
1622443243122-- 相似度：0.006588(T).jpg
1622443243290-- 相似度：0.014344(T).jpg
1622443243465-- 相似度：0.00873(T).jpg
1622443243633-- 相似度：0.00804(T).jpg
1622443243807-- 相似度：0.00713(T).jpg
1622443243979-- 相似度：0.003968(T).jpg
1622443244154-- 相似度：0.010078(T).jpg
1622443244324-- 相似度：0.007043(T).jpg
1622443244492-- 相似度：0.01208(T).jpg
1622443244668-- 相似度：0.005421(T).jpg
1622443248770-- 相似度：0.013516(D).jpg
1622443248942-- 相似度：0.005498(T).jpg
1622443249111-- 相似度：0.001058(T).jpg
1622443249277-- 相似度：0.002065(T).jpg
1622443249445-- 相似度：0.002311(T).jpg
1622443249614-- 相似度：0.010691(T).jpg
1622443249784-- 相似度：0.014799(T).jpg
1622443249952-- 相似度：0.018474(T).jpg
1622443250121-- 相似度：0.007827(T).jpg
1622443250295-- 相似度：0.007312(T).jpg
1622443250468-- 相似度：0.020389(T).jpg
1622443254837-- 相似度：0.514501(D).jpg
1622443255009-- 相似度：0.555631(T).jpg
1622443255183-- 相似度：0.331396(T).jpg
1622443255362-- 相似度：0.497589(T).jpg
1622443255542-- 相似度：0.475386(T).jpg
1622443255720-- 相似度：0.460465(T).jpg
1622443255892-- 相似度：0.600606(T).jpg
1622443256061-- 相似度：0.681156(T).jpg
1622443256230-- 相似度：0.569736(T).jpg
1622443256401-- 相似度：0.426761(T).jpg
1622443256569-- 相似度：0.360618(T).jpg
1622443271784-- 相似度：0.246758(D).jpg
1622443271944-- 相似度：0.004161(T).jpg
1622443272109-- 相似度：0.001725(T).jpg
1622443272280-- 相似度：0.00122(T).jpg
1622443272448-- 相似度：0.001846(T).jpg
1622443272621-- 相似度：8.47E-4(T).jpg
1622443272782-- 相似度：0.005171(T).jpg
1622443272950-- 相似度：7.45E-4(T).jpg
1622443273114-- 相似度：4.07E-4(T).jpg
1622443273286-- 相似度：0.003888(T).jpg
1622443273454-- 相似度：0.001872(T).jpg
1622443277820-- 相似度：0.046372(D).jpg
1622443277990-- 相似度：0.024333(T).jpg
1622443278162-- 相似度：5.2E-4(T).jpg
1622443278339-- 相似度：0.003966(T).jpg
1622443278516-- 相似度：0.003248(T).jpg
1622443278688-- 相似度：0.003794(T).jpg
1622443278861-- 相似度：0.001884(T).jpg
1622443279036-- 相似度：0.003057(T).jpg
1622443279211-- 相似度：0.005613(T).jpg
1622443279379-- 相似度：0.016205(T).jpg
1622443279551-- 相似度：0.004667(T).jpg
1622443283933-- 相似度：0.034259(D).jpg
1622443284097-- 相似度：0.00123(T).jpg
1622443284266-- 相似度：5.72E-4(T).jpg
1622443284433-- 相似度：4.32E-4(T).jpg
1622443284614-- 相似度：4.23E-4(T).jpg
1622443284787-- 相似度：3.01E-4(T).jpg
1622443284953-- 相似度：1.29E-4(T).jpg
1622443285121-- 相似度：2.09E-4(T).jpg
1622443285292-- 相似度：4.65E-4(T).jpg
1622443285462-- 相似度：6.36E-4(T).jpg
1622443285638-- 相似度：4.22E-4(T).jpg
1622443290120-- 相似度：0.01317(D).jpg
1622443290293-- 相似度：0.003588(T).jpg
1622443290464-- 相似度：0.002433(T).jpg
1622443290636-- 相似度：0.007709(T).jpg
1622443290808-- 相似度：0.001941(T).jpg
1622443290975-- 相似度：0.008269(T).jpg
1622443291146-- 相似度：0.008253(T).jpg
1622443291317-- 相似度：0.004649(T).jpg
1622443291491-- 相似度：0.004126(T).jpg
1622443291669-- 相似度：0.004906(T).jpg
1622443291845-- 相似度：0.005956(T).jpg
1622443295664-- 相似度：0.063728(D).jpg
1622443295835-- 相似度：0.019156(T).jpg
1622443296003-- 相似度：0.00783(T).jpg
1622443296174-- 相似度：0.02144(T).jpg
1622443296343-- 相似度：0.022322(T).jpg
1622443296511-- 相似度：0.001201(T).jpg
1622443296679-- 相似度：0.002221(T).jpg
1622443296847-- 相似度：0.002245(T).jpg
1622443297019-- 相似度：0.003407(T).jpg
1622443297194-- 相似度：0.00318(T).jpg
1622443297367-- 相似度：0.002242(T).jpg
1622443301804-- 相似度：0.054172(D).jpg
